NUMBER PREFIX	DESTINATION COUNTRY	DESTINATION PLATFORM
325144	Belgium [BEL]	FIXED
325145	Belgium [BEL]	FIXED
325152	Belgium [BEL]	FIXED
325153	Belgium [BEL]	FIXED
325160	Belgium [BEL]	FIXED
325162	Belgium [BEL]	FIXED
325169	Belgium [BEL]	FIXED
325175	Belgium [BEL]	FIXED
325180	Belgium [BEL]	FIXED
325181	Belgium [BEL]	FIXED
325182	Belgium [BEL]	FIXED
325188	Belgium [BEL]	FIXED
325189	Belgium [BEL]	FIXED
325250	Belgium [BEL]	FIXED
325251	Belgium [BEL]	FIXED
325252	Belgium [BEL]	FIXED
325253	Belgium [BEL]	FIXED
325254	Belgium [BEL]	FIXED
325255	Belgium [BEL]	FIXED
325256	Belgium [BEL]	FIXED
325257	Belgium [BEL]	FIXED
325275	Belgium [BEL]	FIXED
325279	Belgium [BEL]	FIXED
325288	Belgium [BEL]	FIXED
325338	Belgium [BEL]	FIXED
325339	Belgium [BEL]	FIXED
325340	Belgium [BEL]	FIXED
325341	Belgium [BEL]	FIXED
325342	Belgium [BEL]	FIXED
325343	Belgium [BEL]	FIXED
325361	Belgium [BEL]	FIXED
325369	Belgium [BEL]	FIXED
325388	Belgium [BEL]	FIXED
325423	Belgium [BEL]	FIXED
325424	Belgium [BEL]	FIXED
325425	Belgium [BEL]	FIXED
325426	Belgium [BEL]	FIXED
325461	Belgium [BEL]	FIXED
325480	Belgium [BEL]	FIXED
325488	Belgium [BEL]	FIXED
325559	Belgium [BEL]	FIXED
325560	Belgium [BEL]	FIXED
325561	Belgium [BEL]	FIXED
325562	Belgium [BEL]	FIXED
325575	Belgium [BEL]	FIXED
325580	Belgium [BEL]	FIXED
325588	Belgium [BEL]	FIXED
325628	Belgium [BEL]	FIXED
325629	Belgium [BEL]	FIXED
325632	Belgium [BEL]	FIXED
325644	Belgium [BEL]	FIXED
325647	Belgium [BEL]	FIXED
325649	Belgium [BEL]	FIXED
325674	Belgium [BEL]	FIXED
325688	Belgium [BEL]	FIXED
325690	Belgium [BEL]	FIXED
325735	Belgium [BEL]	FIXED
325736	Belgium [BEL]	FIXED
325737	Belgium [BEL]	FIXED
325761	Belgium [BEL]	FIXED
325775	Belgium [BEL]	FIXED
325788	Belgium [BEL]	FIXED
325789	Belgium [BEL]	FIXED
325859	Belgium [BEL]	FIXED
325860	Belgium [BEL]	FIXED
325861	Belgium [BEL]	FIXED
325862	Belgium [BEL]	FIXED
325863	Belgium [BEL]	FIXED
325875	Belgium [BEL]	FIXED
325888	Belgium [BEL]	FIXED
325889	Belgium [BEL]	FIXED
325940	Belgium [BEL]	FIXED
325941	Belgium [BEL]	FIXED
325942	Belgium [BEL]	FIXED
325943	Belgium [BEL]	FIXED
325944	Belgium [BEL]	FIXED
325961	Belgium [BEL]	FIXED
325988	Belgium [BEL]	FIXED
325989	Belgium [BEL]	FIXED
3260	Belgium [BEL]	MOBILE
326061	Belgium [BEL]	FIXED
326075	Belgium [BEL]	FIXED
326088	Belgium [BEL]	FIXED
326089	Belgium [BEL]	FIXED
3261	Belgium [BEL]	MOBILE
326160	Belgium [BEL]	FIXED
326175	Belgium [BEL]	FIXED
326188	Belgium [BEL]	FIXED
326189	Belgium [BEL]	FIXED
3263	Belgium [BEL]	MOBILE
326364	Belgium [BEL]	FIXED
326375	Belgium [BEL]	FIXED
326388	Belgium [BEL]	FIXED
326389	Belgium [BEL]	FIXED
3265	Belgium [BEL]	MOBILE
326550	Belgium [BEL]	FIXED
326553	Belgium [BEL]	FIXED
326574	Belgium [BEL]	FIXED
326585	Belgium [BEL]	FIXED
326589	Belgium [BEL]	FIXED
3267	Belgium [BEL]	MOBILE
326750	Belgium [BEL]	FIXED
326766	Belgium [BEL]	FIXED
326774	Belgium [BEL]	FIXED
326780	Belgium [BEL]	FIXED
3268	Belgium [BEL]	MOBILE
326869	Belgium [BEL]	FIXED
326875	Belgium [BEL]	FIXED
326888	Belgium [BEL]	FIXED
326889	Belgium [BEL]	FIXED
3269	Belgium [BEL]	MOBILE
326950	Belgium [BEL]	FIXED
326970	Belgium [BEL]	FIXED
326975	Belgium [BEL]	FIXED
326980	Belgium [BEL]	FIXED
3271	Belgium [BEL]	MOBILE
327167	Belgium [BEL]	FIXED
327169	Belgium [BEL]	FIXED
327190	Belgium [BEL]	FIXED
327194	Belgium [BEL]	FIXED
32801	Belgium [BEL]	MOBILE
32802	Belgium [BEL]	MOBILE
32803	Belgium [BEL]	MOBILE
32804	Belgium [BEL]	MOBILE
32805	Belgium [BEL]	MOBILE
328050	Belgium [BEL]	FIXED
32806	Belgium [BEL]	MOBILE
328069	Belgium [BEL]	FIXED
32807	Belgium [BEL]	MOBILE
328075	Belgium [BEL]	FIXED
32808	Belgium [BEL]	MOBILE
328081	Belgium [BEL]	FIXED
32809	Belgium [BEL]	MOBILE
3281	Belgium [BEL]	MOBILE
328180	Belgium [BEL]	FIXED
328150	Belgium [BEL]	FIXED
328166	Belgium [BEL]	FIXED
328169	Belgium [BEL]	FIXED
3282	Belgium [BEL]	MOBILE
328275	Belgium [BEL]	FIXED
328283	Belgium [BEL]	FIXED
328288	Belgium [BEL]	FIXED
328289	Belgium [BEL]	FIXED
3283	Belgium [BEL]	MOBILE
328375	Belgium [BEL]	FIXED
328384	Belgium [BEL]	FIXED
328388	Belgium [BEL]	FIXED
328389	Belgium [BEL]	FIXED
3284	Belgium [BEL]	MOBILE
328475	Belgium [BEL]	FIXED
328485	Belgium [BEL]	FIXED
328488	Belgium [BEL]	FIXED
328489	Belgium [BEL]	FIXED
3285	Belgium [BEL]	MOBILE
328575	Belgium [BEL]	FIXED
328586	Belgium [BEL]	FIXED
328588	Belgium [BEL]	FIXED
328589	Belgium [BEL]	FIXED
3286	Belgium [BEL]	MOBILE
328675	Belgium [BEL]	FIXED
328687	Belgium [BEL]	FIXED
328688	Belgium [BEL]	FIXED
328689	Belgium [BEL]	FIXED
3287	Belgium [BEL]	MOBILE
328750	Belgium [BEL]	FIXED
328757	Belgium [BEL]	FIXED
328775	Belgium [BEL]	FIXED
328780	Belgium [BEL]	FIXED
3289	Belgium [BEL]	MOBILE
328920	Belgium [BEL]	FIXED
328921	Belgium [BEL]	FIXED
328922	Belgium [BEL]	FIXED
328923	Belgium [BEL]	FIXED
328924	Belgium [BEL]	FIXED
328925	Belgium [BEL]	FIXED
328974	Belgium [BEL]	FIXED
328980	Belgium [BEL]	FIXED
328988	Belgium [BEL]	FIXED
3292	Belgium [BEL]	MOBILE
329261	Belgium [BEL]	FIXED
329262	Belgium [BEL]	FIXED
329279	Belgium [BEL]	FIXED
3293	Belgium [BEL]	MOBILE
329324	Belgium [BEL]	FIXED
32932494	Belgium [BEL]	MOBILE
32932495	Belgium [BEL]	MOBILE
329329	Belgium [BEL]	FIXED
32932496	Belgium [BEL]	MOBILE
32932497	Belgium [BEL]	MOBILE
32932498	Belgium [BEL]	MOBILE
32932499	Belgium [BEL]	MOBILE
329328	Belgium [BEL]	FIXED
329330	Belgium [BEL]	FIXED
329331	Belgium [BEL]	FIXED
329332	Belgium [BEL]	FIXED
329334	Belgium [BEL]	FIXED
329335	Belgium [BEL]	FIXED
329336	Belgium [BEL]	FIXED
329350	Belgium [BEL]	FIXED
329351	Belgium [BEL]	FIXED
3295	Belgium [BEL]	MOBILE
3296	Belgium [BEL]	MOBILE
3297	Belgium [BEL]	MOBILE
33	France [FRA]	FIXED
33123456789	France [FRA]	MOBILE
331509600	France [FRA]	MOBILE
33562193243	France [FRA]	MOBILE
336	France [FRA]	MOBILE
3360051	Reunion [REU]	MOBILE
3360052	Reunion [REU]	MOBILE
337	France [FRA]	MOBILE
33841410000	France [FRA]	MOBILE
33899995	France [FRA]	MOBILE
33899996	France [FRA]	MOBILE
34	Spain [ESP]	FIXED
346	Spain [ESP]	MOBILE
347170	Spain [ESP]	MOBILE
347171	Spain [ESP]	MOBILE
347227	Spain [ESP]	MOBILE
347477	Spain [ESP]	MOBILE
347478	Spain [ESP]	MOBILE
350	Gibraltar [GIB]	FIXED
3505	Gibraltar [GIB]	MOBILE
3506	Gibraltar [GIB]	MOBILE
351	Portugal [PRT]	FIXED
3511	Portugal [PRT]	MOBILE
3516	Portugal [PRT]	MOBILE
351707	Portugal [PRT]	MOBILE
3519	Portugal [PRT]	MOBILE
352	Luxembourg [LUX]	FIXED
352021	Luxembourg [LUX]	MOBILE
352028	Luxembourg [LUX]	MOBILE
3520291	Luxembourg [LUX]	MOBILE
352061	Luxembourg [LUX]	MOBILE
352068	Luxembourg [LUX]	MOBILE
352091	Luxembourg [LUX]	MOBILE
352098	Luxembourg [LUX]	MOBILE
35221	Luxembourg [LUX]	MOBILE
35228	Luxembourg [LUX]	MOBILE
352291	Luxembourg [LUX]	MOBILE
3526	Luxembourg [LUX]	MOBILE
35291	Luxembourg [LUX]	MOBILE
35298	Luxembourg [LUX]	MOBILE
353	Ireland [IRL]	FIXED
35314	Ireland [IRL]	MOBILE
35318	Ireland [IRL]	MOBILE
353667378157	Ireland [IRL]	MOBILE
3538	Ireland [IRL]	MOBILE
353800	Ireland [IRL]	FIXED
354	Iceland [ISL]	FIXED
3543	Iceland [ISL]	MOBILE
354536	Iceland [ISL]	MOBILE
3546	Iceland [ISL]	MOBILE
35475	Iceland [ISL]	MOBILE
35477	Iceland [ISL]	MOBILE
3548	Iceland [ISL]	MOBILE
354954	Iceland [ISL]	MOBILE
354958	Iceland [ISL]	MOBILE
355	Albania [ALB]	FIXED
35538	Albania [ALB]	MOBILE
35566	Albania [ALB]	MOBILE
35567	Albania [ALB]	MOBILE
35568	Albania [ALB]	MOBILE
35569	Albania [ALB]	MOBILE
356	Malta [MLT]	FIXED
3567	Malta [MLT]	MOBILE
35680049	Malta [MLT]	MOBILE
35681	Malta [MLT]	MOBILE
3569	Malta [MLT]	MOBILE
357	Cyprus [CYP]	FIXED
357121	Cyprus [CYP]	MOBILE
357123	Cyprus [CYP]	MOBILE
357700	Cyprus [CYP]	MOBILE
357777	Cyprus [CYP]	MOBILE
35791	Cyprus [CYP]	MOBILE
35792	Cyprus [CYP]	MOBILE
35793	Cyprus [CYP]	MOBILE
35794	Cyprus [CYP]	MOBILE
35795	Cyprus [CYP]	MOBILE
35796	Cyprus [CYP]	MOBILE
35797	Cyprus [CYP]	MOBILE
35798	Cyprus [CYP]	MOBILE
35799	Cyprus [CYP]	MOBILE
3579970	Cyprus [CYP]	FIXED
3579972	Cyprus [CYP]	FIXED
3579973	Cyprus [CYP]	FIXED
358	Finland [FIN]	FIXED
35810	Finland [FIN]	MOBILE
358100	Finland [FIN]	FIXED
358299	Finland [FIN]	MOBILE
3584	Finland [FIN]	MOBILE
3585	Finland [FIN]	MOBILE
3585210	Finland [FIN]	FIXED
3585211	Finland [FIN]	FIXED
3585212	Finland [FIN]	FIXED
3585213	Finland [FIN]	FIXED
3585214	Finland [FIN]	FIXED
3585215	Finland [FIN]	FIXED
3585216	Finland [FIN]	FIXED
3585217	Finland [FIN]	FIXED
3585218	Finland [FIN]	FIXED
3585219	Finland [FIN]	FIXED
3585220	Finland [FIN]	FIXED
3585221	Finland [FIN]	FIXED
3585222	Finland [FIN]	FIXED
3585223	Finland [FIN]	FIXED
3585224	Finland [FIN]	FIXED
3585225	Finland [FIN]	FIXED
3585226	Finland [FIN]	FIXED
3585227	Finland [FIN]	FIXED
3585228	Finland [FIN]	FIXED
3585229	Finland [FIN]	FIXED
3585230	Finland [FIN]	FIXED
3585231	Finland [FIN]	FIXED
3585232	Finland [FIN]	FIXED
3585233	Finland [FIN]	FIXED
3585234	Finland [FIN]	FIXED
3585235	Finland [FIN]	FIXED
3585236	Finland [FIN]	FIXED
3585237	Finland [FIN]	FIXED
3585238	Finland [FIN]	FIXED
3585239	Finland [FIN]	FIXED
3585260	Finland [FIN]	FIXED
3585261	Finland [FIN]	FIXED
3585262	Finland [FIN]	FIXED
3585263	Finland [FIN]	FIXED
3585264	Finland [FIN]	FIXED
3585265	Finland [FIN]	FIXED
3585266	Finland [FIN]	FIXED
3585267	Finland [FIN]	FIXED
3585268	Finland [FIN]	FIXED
3585269	Finland [FIN]	FIXED
3585280	Finland [FIN]	FIXED
3585281	Finland [FIN]	FIXED
3585282	Finland [FIN]	FIXED
3585283	Finland [FIN]	FIXED
3585284	Finland [FIN]	FIXED
3585285	Finland [FIN]	FIXED
3585286	Finland [FIN]	FIXED
3585287	Finland [FIN]	FIXED
3585288	Finland [FIN]	FIXED
3585289	Finland [FIN]	FIXED
3585310	Finland [FIN]	FIXED
3585311	Finland [FIN]	FIXED
3585312	Finland [FIN]	FIXED
3585313	Finland [FIN]	FIXED
3585314	Finland [FIN]	FIXED
3585315	Finland [FIN]	FIXED
3585316	Finland [FIN]	FIXED
3585317	Finland [FIN]	FIXED
3585318	Finland [FIN]	FIXED
3585319	Finland [FIN]	FIXED
3585320	Finland [FIN]	FIXED
3585321	Finland [FIN]	FIXED
3585322	Finland [FIN]	FIXED
3585323	Finland [FIN]	FIXED
3585324	Finland [FIN]	FIXED
3585325	Finland [FIN]	FIXED
3585326	Finland [FIN]	FIXED
3585327	Finland [FIN]	FIXED
3585328	Finland [FIN]	FIXED
3585329	Finland [FIN]	FIXED
3585330	Finland [FIN]	FIXED
3585331	Finland [FIN]	FIXED
3585332	Finland [FIN]	FIXED
3585333	Finland [FIN]	FIXED
3585334	Finland [FIN]	FIXED
3585335	Finland [FIN]	FIXED
3585336	Finland [FIN]	FIXED
3585337	Finland [FIN]	FIXED
3585338	Finland [FIN]	FIXED
3585339	Finland [FIN]	FIXED
3585340	Finland [FIN]	FIXED
3585341	Finland [FIN]	FIXED
3585342	Finland [FIN]	FIXED
3585343	Finland [FIN]	FIXED
3585344	Finland [FIN]	FIXED
3585345	Finland [FIN]	FIXED
3585346	Finland [FIN]	FIXED
3585347	Finland [FIN]	FIXED
3585349	Finland [FIN]	FIXED
3585350	Finland [FIN]	FIXED
3585351	Finland [FIN]	FIXED
3585352	Finland [FIN]	FIXED
3585353	Finland [FIN]	FIXED
3585354	Finland [FIN]	FIXED
3585355	Finland [FIN]	FIXED
3585356	Finland [FIN]	FIXED
3585357	Finland [FIN]	FIXED
3585358	Finland [FIN]	FIXED
3585359	Finland [FIN]	FIXED
3585360	Finland [FIN]	FIXED
3585361	Finland [FIN]	FIXED
3585362	Finland [FIN]	FIXED
3585363	Finland [FIN]	FIXED
3585364	Finland [FIN]	FIXED
3585365	Finland [FIN]	FIXED
3585366	Finland [FIN]	FIXED
3585367	Finland [FIN]	FIXED
3585368	Finland [FIN]	FIXED
3585369	Finland [FIN]	FIXED
3585370	Finland [FIN]	FIXED
3585371	Finland [FIN]	FIXED
3585372	Finland [FIN]	FIXED
3585373	Finland [FIN]	FIXED
3585374	Finland [FIN]	FIXED
3585375	Finland [FIN]	FIXED
3585376	Finland [FIN]	FIXED
3585377	Finland [FIN]	FIXED
3585383	Finland [FIN]	FIXED
3585378	Finland [FIN]	FIXED
3585379	Finland [FIN]	FIXED
3585380	Finland [FIN]	FIXED
3585381	Finland [FIN]	FIXED
3585382	Finland [FIN]	FIXED
3585384	Finland [FIN]	FIXED
3585385	Finland [FIN]	FIXED
3585386	Finland [FIN]	FIXED
3585387	Finland [FIN]	FIXED
3585388	Finland [FIN]	FIXED
3585389	Finland [FIN]	FIXED
3585410	Finland [FIN]	FIXED
3585411	Finland [FIN]	FIXED
3585412	Finland [FIN]	FIXED
3585413	Finland [FIN]	FIXED
3585414	Finland [FIN]	FIXED
3585415	Finland [FIN]	FIXED
3585416	Finland [FIN]	FIXED
3585417	Finland [FIN]	FIXED
3585418	Finland [FIN]	FIXED
3585419	Finland [FIN]	FIXED
35854202	Finland [FIN]	FIXED
35854203	Finland [FIN]	FIXED
35854204	Finland [FIN]	FIXED
35854205	Finland [FIN]	FIXED
35854206	Finland [FIN]	FIXED
35854207	Finland [FIN]	FIXED
3585424	Finland [FIN]	FIXED
3585425	Finland [FIN]	FIXED
3585426	Finland [FIN]	FIXED
3585427	Finland [FIN]	FIXED
3585428	Finland [FIN]	FIXED
3585429	Finland [FIN]	FIXED
3585430	Finland [FIN]	FIXED
3585431	Finland [FIN]	FIXED
3585432	Finland [FIN]	FIXED
3585433	Finland [FIN]	FIXED
3585434	Finland [FIN]	FIXED
3585435	Finland [FIN]	FIXED
3585436	Finland [FIN]	FIXED
3585437	Finland [FIN]	FIXED
3585438	Finland [FIN]	FIXED
3585439	Finland [FIN]	FIXED
3585440	Finland [FIN]	FIXED
3585441	Finland [FIN]	FIXED
3585442	Finland [FIN]	FIXED
3585443	Finland [FIN]	FIXED
3585444	Finland [FIN]	FIXED
3585445	Finland [FIN]	FIXED
3585446	Finland [FIN]	FIXED
3585447	Finland [FIN]	FIXED
3585448	Finland [FIN]	FIXED
3585449	Finland [FIN]	FIXED
3585450	Finland [FIN]	FIXED
3585451	Finland [FIN]	FIXED
3585452	Finland [FIN]	FIXED
3585453	Finland [FIN]	FIXED
3585454	Finland [FIN]	FIXED
3585455	Finland [FIN]	FIXED
3585456	Finland [FIN]	FIXED
3585457	Finland [FIN]	FIXED
3585458	Finland [FIN]	FIXED
3585459	Finland [FIN]	FIXED
3585460	Finland [FIN]	FIXED
3585466	Finland [FIN]	FIXED
3585467	Finland [FIN]	FIXED
3585468	Finland [FIN]	FIXED
3585469	Finland [FIN]	FIXED
3585470	Finland [FIN]	FIXED
3585471	Finland [FIN]	FIXED
3585472	Finland [FIN]	FIXED
3585473	Finland [FIN]	FIXED
3585474	Finland [FIN]	FIXED
3585475	Finland [FIN]	FIXED
3585476	Finland [FIN]	FIXED
3585477	Finland [FIN]	FIXED
3585478	Finland [FIN]	FIXED
3585479	Finland [FIN]	FIXED
3585480	Finland [FIN]	FIXED
3585481	Finland [FIN]	FIXED
3585482	Finland [FIN]	FIXED
3585483	Finland [FIN]	FIXED
3585484	Finland [FIN]	FIXED
3585485	Finland [FIN]	FIXED
3585486	Finland [FIN]	FIXED
3585487	Finland [FIN]	FIXED
3585488	Finland [FIN]	FIXED
3585489	Finland [FIN]	FIXED
3585511	Finland [FIN]	FIXED
3585534	Finland [FIN]	FIXED
3585535	Finland [FIN]	FIXED
3585536	Finland [FIN]	FIXED
3585537	Finland [FIN]	FIXED
3585538	Finland [FIN]	FIXED
3585539	Finland [FIN]	FIXED
3585540	Finland [FIN]	FIXED
3585541	Finland [FIN]	FIXED
3585542	Finland [FIN]	FIXED
3585543	Finland [FIN]	FIXED
3585544	Finland [FIN]	FIXED
3585545	Finland [FIN]	FIXED
3585546	Finland [FIN]	FIXED
3585555	Finland [FIN]	FIXED
3585610	Finland [FIN]	FIXED
3585611	Finland [FIN]	FIXED
3585612	Finland [FIN]	FIXED
3585613	Finland [FIN]	FIXED
3585614	Finland [FIN]	FIXED
3585615	Finland [FIN]	FIXED
3585616	Finland [FIN]	FIXED
3585620	Finland [FIN]	FIXED
3585621	Finland [FIN]	FIXED
3585622	Finland [FIN]	FIXED
3585623	Finland [FIN]	FIXED
3585624	Finland [FIN]	FIXED
3585625	Finland [FIN]	FIXED
3585626	Finland [FIN]	FIXED
3585627	Finland [FIN]	FIXED
3585628	Finland [FIN]	FIXED
3585629	Finland [FIN]	FIXED
3585630	Finland [FIN]	FIXED
3585631	Finland [FIN]	FIXED
3585632	Finland [FIN]	FIXED
3585633	Finland [FIN]	FIXED
3585634	Finland [FIN]	FIXED
3585635	Finland [FIN]	FIXED
3585657	Finland [FIN]	FIXED
3585658	Finland [FIN]	FIXED
3585659	Finland [FIN]	FIXED
3585667	Finland [FIN]	FIXED
3585668	Finland [FIN]	FIXED
3585669	Finland [FIN]	FIXED
3585670	Finland [FIN]	FIXED
3585671	Finland [FIN]	FIXED
3585672	Finland [FIN]	FIXED
3585673	Finland [FIN]	FIXED
3585674	Finland [FIN]	FIXED
3585675	Finland [FIN]	FIXED
3585676	Finland [FIN]	FIXED
3585677	Finland [FIN]	FIXED
3585678	Finland [FIN]	FIXED
3585679	Finland [FIN]	FIXED
3585680	Finland [FIN]	FIXED
3585681	Finland [FIN]	FIXED
3585682	Finland [FIN]	FIXED
3585683	Finland [FIN]	FIXED
3585684	Finland [FIN]	FIXED
3585685	Finland [FIN]	FIXED
3585686	Finland [FIN]	FIXED
3585687	Finland [FIN]	FIXED
3585688	Finland [FIN]	FIXED
3585689	Finland [FIN]	FIXED
3585730	Finland [FIN]	FIXED
3585731	Finland [FIN]	FIXED
3585732	Finland [FIN]	FIXED
3585740	Finland [FIN]	FIXED
3585741	Finland [FIN]	FIXED
3585742	Finland [FIN]	FIXED
3585743	Finland [FIN]	FIXED
3585744	Finland [FIN]	FIXED
3585745	Finland [FIN]	FIXED
3585746	Finland [FIN]	FIXED
3585747	Finland [FIN]	FIXED
3585748	Finland [FIN]	FIXED
3585749	Finland [FIN]	FIXED
3585750	Finland [FIN]	FIXED
3585751	Finland [FIN]	FIXED
3585752	Finland [FIN]	FIXED
3585753	Finland [FIN]	FIXED
3585754	Finland [FIN]	FIXED
3585755	Finland [FIN]	FIXED
3585756	Finland [FIN]	FIXED
3585757	Finland [FIN]	FIXED
3585758	Finland [FIN]	FIXED
3585759	Finland [FIN]	FIXED
3585775	Finland [FIN]	FIXED
3585776	Finland [FIN]	FIXED
3585777	Finland [FIN]	FIXED
3585778	Finland [FIN]	FIXED
3585779	Finland [FIN]	FIXED
3585780	Finland [FIN]	FIXED
3585784	Finland [FIN]	FIXED
3585788	Finland [FIN]	FIXED
3585789	Finland [FIN]	FIXED
3585810	Finland [FIN]	FIXED
3585811	Finland [FIN]	FIXED
3585812	Finland [FIN]	FIXED
3585813	Finland [FIN]	FIXED
3585814	Finland [FIN]	FIXED
3585815	Finland [FIN]	FIXED
3585816	Finland [FIN]	FIXED
3585824	Finland [FIN]	FIXED
3585825	Finland [FIN]	FIXED
3585826	Finland [FIN]	FIXED
3585827	Finland [FIN]	FIXED
3585828	Finland [FIN]	FIXED
3585829	Finland [FIN]	FIXED
3585830	Finland [FIN]	FIXED
3585831	Finland [FIN]	FIXED
3585840	Finland [FIN]	FIXED
3585841	Finland [FIN]	FIXED
3585842	Finland [FIN]	FIXED
3585850	Finland [FIN]	FIXED
3585851	Finland [FIN]	FIXED
3585863	Finland [FIN]	FIXED
3585864	Finland [FIN]	FIXED
3585865	Finland [FIN]	FIXED
3585866	Finland [FIN]	FIXED
3585872	Finland [FIN]	FIXED
3585873	Finland [FIN]	FIXED
3585874	Finland [FIN]	FIXED
3585878	Finland [FIN]	FIXED
3585879	Finland [FIN]	FIXED
3585884	Finland [FIN]	FIXED
3585885	Finland [FIN]	FIXED
3585886	Finland [FIN]	FIXED
3585887	Finland [FIN]	FIXED
359	Bulgaria [BGR]	FIXED
359430	Bulgaria [BGR]	MOBILE
359437	Bulgaria [BGR]	MOBILE
35987	Bulgaria [BGR]	MOBILE
359438	Bulgaria [BGR]	MOBILE
359439	Bulgaria [BGR]	MOBILE
35948	Bulgaria [BGR]	MOBILE
35988	Bulgaria [BGR]	MOBILE
35989	Bulgaria [BGR]	MOBILE
35998	Bulgaria [BGR]	MOBILE
35999	Bulgaria [BGR]	MOBILE
36	Hungary [HUN]	FIXED
3620	Hungary [HUN]	MOBILE
3630	Hungary [HUN]	MOBILE
3631	Hungary [HUN]	MOBILE
3660	Hungary [HUN]	MOBILE
3670	Hungary [HUN]	MOBILE
370	Lithuania [LTU]	FIXED
3706	Lithuania [LTU]	MOBILE
370794	Lithuania [LTU]	MOBILE
370795	Lithuania [LTU]	MOBILE
370796	Lithuania [LTU]	MOBILE
370797	Lithuania [LTU]	MOBILE
370798	Lithuania [LTU]	MOBILE
370799	Lithuania [LTU]	MOBILE
371	Latvia [LVA]	FIXED
3712	Latvia [LVA]	MOBILE
3712266	Latvia [LVA]	FIXED
3712277	Latvia [LVA]	FIXED
3712288	Latvia [LVA]	FIXED
371229	Latvia [LVA]	FIXED
3712299	Latvia [LVA]	MOBILE
3712400	Latvia [LVA]	FIXED
3712444	Latvia [LVA]	FIXED
3712500	Latvia [LVA]	FIXED
371251	Latvia [LVA]	FIXED
371252	Latvia [LVA]	FIXED
371253	Latvia [LVA]	FIXED
3712791	Latvia [LVA]	FIXED
3712794	Latvia [LVA]	FIXED
3712795	Latvia [LVA]	FIXED
3712900	Latvia [LVA]	FIXED
37155	Latvia [LVA]	MOBILE
37158	Latvia [LVA]	MOBILE
37159	Latvia [LVA]	MOBILE
3716	Latvia [LVA]	MOBILE
3716303	Latvia [LVA]	FIXED
3716309	Latvia [LVA]	FIXED
3716311	Latvia [LVA]	FIXED
3716313	Latvia [LVA]	FIXED
3716321	Latvia [LVA]	FIXED
3716328	Latvia [LVA]	FIXED
3716331	Latvia [LVA]	FIXED
3716339	Latvia [LVA]	FIXED
3716341	Latvia [LVA]	FIXED
3716347	Latvia [LVA]	FIXED
3716350	Latvia [LVA]	FIXED
3716358	Latvia [LVA]	FIXED
3716361	Latvia [LVA]	FIXED
3716365	Latvia [LVA]	FIXED
3716371	Latvia [LVA]	FIXED
3716377	Latvia [LVA]	FIXED
3716379	Latvia [LVA]	FIXED
3716381	Latvia [LVA]	FIXED
3716389	Latvia [LVA]	FIXED
3716391	Latvia [LVA]	FIXED
3716399	Latvia [LVA]	FIXED
3716401	Latvia [LVA]	FIXED
3716409	Latvia [LVA]	FIXED
3716411	Latvia [LVA]	FIXED
3716418	Latvia [LVA]	FIXED
3716421	Latvia [LVA]	FIXED
3716429	Latvia [LVA]	FIXED
3716431	Latvia [LVA]	FIXED
3716433	Latvia [LVA]	FIXED
3716437	Latvia [LVA]	FIXED
3716439	Latvia [LVA]	FIXED
3716441	Latvia [LVA]	FIXED
3716442	Latvia [LVA]	FIXED
3716446	Latvia [LVA]	FIXED
3716451	Latvia [LVA]	FIXED
3716458	Latvia [LVA]	FIXED
3716461	Latvia [LVA]	FIXED
3716467	Latvia [LVA]	FIXED
3716468	Latvia [LVA]	FIXED
3716471	Latvia [LVA]	FIXED
3716479	Latvia [LVA]	FIXED
3716481	Latvia [LVA]	FIXED
3716488	Latvia [LVA]	FIXED
3716490	Latvia [LVA]	FIXED
3716501	Latvia [LVA]	FIXED
3716509	Latvia [LVA]	FIXED
3716511	Latvia [LVA]	FIXED
3716515	Latvia [LVA]	FIXED
37165153	Latvia [LVA]	MOBILE
37165158	Latvia [LVA]	MOBILE
37165159	Latvia [LVA]	MOBILE
3716518	Latvia [LVA]	FIXED
3716521	Latvia [LVA]	FIXED
3716528	Latvia [LVA]	FIXED
3716531	Latvia [LVA]	FIXED
3716539	Latvia [LVA]	FIXED
3716541	Latvia [LVA]	FIXED
3716548	Latvia [LVA]	FIXED
3716558	Latvia [LVA]	FIXED
3716561	Latvia [LVA]	FIXED
3716563	Latvia [LVA]	FIXED
3716567	Latvia [LVA]	FIXED
3716569	Latvia [LVA]	FIXED
3716571	Latvia [LVA]	FIXED
3716577	Latvia [LVA]	FIXED
3716579	Latvia [LVA]	FIXED
3716580	Latvia [LVA]	FIXED
3716588	Latvia [LVA]	FIXED
371660	Latvia [LVA]	FIXED
371661	Latvia [LVA]	FIXED
371662	Latvia [LVA]	FIXED
371663	Latvia [LVA]	FIXED
371664	Latvia [LVA]	FIXED
371665	Latvia [LVA]	FIXED
3716660	Latvia [LVA]	FIXED
3716661	Latvia [LVA]	FIXED
3716662	Latvia [LVA]	FIXED
3716663	Latvia [LVA]	FIXED
3716664	Latvia [LVA]	FIXED
3716665	Latvia [LVA]	FIXED
3716666	Latvia [LVA]	FIXED
3716667	Latvia [LVA]	FIXED
3716668	Latvia [LVA]	FIXED
3716669	Latvia [LVA]	FIXED
3716670	Latvia [LVA]	FIXED
3716671	Latvia [LVA]	FIXED
3716672	Latvia [LVA]	FIXED
